id,reaction,label
204,e2,C_A_D_D_C_B
205,sn2,A_A_E_D_C_B
206,e2,A_D_D_A_C_B
207,sn2,A_E_E_A_C_B
208,e2,E_C_D_A_B_C
209,sn2,D_A_E_A_C_C
210,sn2,A_E_A_C_A_C
211,sn2,A_C_A_C_B_B
212,e2,B_A_D_E_B_B
213,sn2,D_E_E_A_B_B
214,e2,C_B_A_A_B_B
215,sn2,E_E_C_B_B_B
216,e2,A_B_D_D_B_B
217,e2,C_D_D_A_C_B
218,sn2,D_C_E_E_A_C
219,e2,C_C_A_E_C_B
220,sn2,C_E_D_C_C_B
221,sn2,D_C_E_C_B_B
222,sn2,A_A_B_C_B_B
223,sn2,D_C_C_E_B_D
224,sn2,D_B_A_D_B_B
225,sn2,B_A_D_A_B_B
226,e2,B_D_E_D_B_D
227,sn2,A_E_D_E_B_B
228,e2,D_C_A_D_B_B
229,e2,E_A_C_D_B_B
230,sn2,A_D_B_B_B_B
231,e2,D_B_E_E_B_B
232,e2,D_A_A_E_B_B
233,sn2,A_C_A_B_A_C
234,e2,E_B_D_A_B_B
235,sn2,B_E_E_C_B_B
236,e2,A_C_E_E_C_B
237,sn2,A_A_C_B_C_C
238,sn2,A_C_B_E_A_C
239,e2,A_C_E_A_C_C
240,e2,C_E_A_D_B_C
241,sn2,A_D_A_E_B_D
242,sn2,D_C_A_D_A_D
243,e2,D_A_E_E_B_B
244,sn2,A_B_D_D_A_C
245,sn2,A_B_E_E_A_C
246,e2,A_D_E_C_B_B
247,sn2,B_A_E_C_B_B
248,e2,B_E_A_D_B_C
249,sn2,B_A_E_D_C_B
250,e2,C_C_C_D_C_C
251,sn2,B_E_C_C_B_D
252,sn2,C_A_B_D_C_B
253,e2,C_D_E_E_B_C
254,sn2,A_D_B_D_C_B
255,sn2,C_D_C_A_A_C
256,sn2,A_E_C_C_B_B
257,sn2,A_A_B_E_A_C
258,sn2,C_D_A_E_C_B
259,e2,C_C_D_D_B_B
260,e2,B_E_D_A_C_B
261,sn2,A_B_E_A_B_B
262,sn2,C_A_A_C_B_D
263,e2,B_C_C_A_C_B
264,sn2,A_E_E_A_B_B
265,e2,D_A_A_D_C_C
266,e2,A_D_E_D_C_D
267,sn2,A_E_A_E_B_B
268,sn2,E_A_B_B_A_C
269,sn2,E_A_C_C_B_B
270,sn2,D_A_E_A_B_D
271,sn2,A_D_D_E_B_B
272,e2,D_A_A_E_C_B
273,sn2,B_D_D_C_A_C
274,sn2,D_C_C_B_C_B
275,sn2,A_D_E_E_A_D
276,e2,A_B_A_D_C_C
277,sn2,A_A_D_E_C_C
278,e2,E_C_C_A_B_B
279,e2,A_B_D_D_C_B
280,sn2,A_C_A_C_B_D
281,sn2,E_C_A_D_B_B
282,e2,A_B_D_A_C_B
283,e2,D_C_A_D_C_B
284,sn2,A_E_D_D_C_B
285,sn2,B_A_E_E_B_D
286,e2,D_A_E_E_C_B
287,e2,B_C_A_D_C_B
288,sn2,A_D_E_C_B_B
289,e2,C_E_C_A_A_B
290,sn2,A_A_B_E_B_D
291,e2,B_A_E_E_B_D
292,e2,D_E_E_E_B_B
293,e2,E_B_E_A_B_B
294,sn2,A_D_C_D_B_D
295,sn2,D_B_D_E_B_D
296,e2,A_B_D_E_B_C
297,e2,D_C_A_E_C_C
298,sn2,C_D_A_D_A_C
299,e2,A_A_A_D_B_B
300,e2,D_A_D_C_B_B
301,e2,D_A_A_D_C_D
302,sn2,C_A_C_A_C_C
303,sn2,E_A_D_B_B_D
304,e2,D_D_A_A_B_B
305,e2,A_D_E_E_B_C
306,sn2,A_D_A_E_A_D
307,sn2,B_A_B_E_A_C
308,e2,A_E_E_D_B_B
309,sn2,B_D_A_A_A_C
310,sn2,A_D_A_A_C_C
311,e2,C_A_D_E_C_B
312,e2,C_D_E_A_C_D
313,sn2,C_A_E_B_C_B
314,sn2,B_A_C_D_B_B
315,e2,C_D_A_E_B_B
316,sn2,C_D_A_C_C_C
317,sn2,E_B_A_C_C_C
318,e2,B_A_D_E_B_C
319,sn2,A_D_A_C_C_C
320,sn2,A_C_C_B_C_C
321,sn2,C_A_B_A_C_C
322,sn2,D_A_E_B_C_C
323,e2,A_A_D_A_B_B
324,sn2,C_D_A_D_A_D
325,sn2,E_B_D_A_B_B
326,sn2,D_A_A_B_A_C
327,sn2,C_D_A_E_B_D
328,sn2,C_E_C_D_B_B
329,e2,D_D_A_D_B_B
330,e2,B_D_E_E_C_B
331,e2,B_C_E_E_B_B
332,e2,C_C_A_C_C_C
333,sn2,D_C_B_A_A_D
334,sn2,C_D_B_B_B_B
335,sn2,A_C_D_E_C_C
336,sn2,A_B_C_B_A_C
337,sn2,B_A_A_D_B_D
338,sn2,C_E_A_E_A_D
339,e2,E_A_D_E_B_B
340,sn2,C_D_D_E_A_D
341,e2,A_B_D_E_C_B
342,sn2,C_A_A_D_C_C
343,sn2,E_A_E_D_A_D
344,sn2,E_C_D_D_A_D
345,sn2,B_E_A_A_B_B
346,e2,D_D_A_A_B_C
347,sn2,E_B_B_A_B_B
348,e2,B_A_E_D_C_B
349,e2,C_A_E_D_B_B
350,e2,D_A_D_E_B_C
351,e2,D_E_A_E_B_B
352,sn2,D_C_B_C_A_C
353,sn2,C_A_D_E_A_C
354,sn2,A_D_B_C_C_B
355,e2,C_E_E_C_B_C
356,e2,E_C_C_E_C_C
357,e2,C_A_A_A_C_B
358,e2,A_B_E_A_C_B
359,e2,A_A_A_A_B_D
360,sn2,C_E_A_E_A_C
361,sn2,A_B_B_E_C_C
362,sn2,C_B_A_A_C_C
363,sn2,E_B_E_E_C_B
364,e2,B_D_B_E_C_B
365,sn2,D_C_A_A_A_C
366,e2,E_D_A_A_B_B
367,e2,B_E_A_A_B_C
368,e2,A_A_D_A_B_C
369,sn2,E_A_E_C_A_D
370,sn2,E_C_A_D_A_D
371,e2,D_D_D_D_C_B
372,sn2,C_A_A_B_B_D
373,e2,A_B_E_D_C_D
374,e2,A_C_A_A_A_B
375,e2,E_A_A_D_C_B
376,sn2,A_D_B_A_A_C
377,e2,D_E_A_A_B_B
378,sn2,E_A_D_D_B_B
379,e2,A_C_A_C_C_D
380,sn2,C_D_D_C_C_C
381,sn2,C_D_A_E_B_B
382,sn2,D_C_D_D_A_C
383,e2,E_A_D_A_B_B
384,sn2,C_E_D_D_A_C
385,e2,C_A_D_D_B_B
386,e2,A_E_E_C_C_B
387,sn2,E_A_D_C_A_C
388,sn2,C_E_C_B_A_C
389,sn2,E_B_D_C_B_B
390,e2,D_B_E_A_B_C
391,e2,D_C_E_D_C_B
392,sn2,B_D_D_D_B_B
393,e2,A_A_D_E_B_D
394,e2,E_D_D_D_B_B
395,sn2,D_D_B_E_A_D
396,sn2,A_A_D_E_B_D
397,sn2,E_B_A_D_B_B
398,sn2,D_C_D_D_A_D
399,e2,A_C_C_D_C_C
400,sn2,A_C_A_E_A_C
401,sn2,A_A_E_B_A_C
402,e2,C_D_C_D_C_C
403,sn2,C_E_A_C_C_B
404,sn2,D_D_A_C_B_D
405,sn2,D_B_D_E_A_C
406,sn2,E_A_C_B_C_B
407,sn2,A_C_C_C_C_C
408,e2,E_D_E_B_C_B
409,e2,C_E_C_D_C_B
410,e2,C_A_E_A_C_B
411,e2,B_D_E_E_B_B
412,sn2,D_D_A_B_C_C
413,e2,A_D_A_A_C_B
414,sn2,C_D_E_A_C_B
415,e2,C_D_E_E_B_B
416,sn2,C_D_D_A_A_C
417,e2,C_C_A_A_B_C
418,sn2,D_C_A_D_B_D
419,e2,A_C_E_D_C_C
420,e2,B_C_D_E_C_B
421,e2,E_C_E_C_C_B
422,e2,A_D_E_A_C_D
423,sn2,C_A_B_A_A_C
424,e2,C_A_A_A_B_B
425,sn2,D_D_E_C_C_B
426,sn2,E_A_C_C_A_C
427,e2,A_A_A_E_B_C
428,e2,A_C_B_E_C_D
429,e2,C_C_E_C_B_B
430,sn2,D_A_B_B_B_D
431,e2,A_C_A_C_B_B
432,sn2,D_A_E_D_B_B
433,e2,A_B_D_E_B_D
434,e2,C_C_D_E_B_C
435,e2,B_C_D_E_C_C
436,sn2,A_A_E_D_A_D
437,sn2,B_E_D_A_C_B
438,sn2,D_D_B_A_C_B
439,e2,D_A_E_A_B_B
440,e2,C_A_D_A_A_B
441,sn2,E_B_B_A_A_C
442,sn2,B_A_A_D_C_C
443,sn2,B_A_A_A_A_C
444,sn2,C_E_C_D_C_B
445,e2,E_D_E_A_B_B
446,sn2,C_C_D_D_A_C
447,e2,C_C_E_A_B_C
448,e2,A_E_E_E_B_B
449,sn2,C_D_E_C_B_B
450,sn2,D_A_A_C_C_B
451,sn2,D_D_A_B_B_D
452,sn2,A_A_E_E_C_C
453,sn2,A_D_E_A_B_B
454,e2,E_C_A_C_A_B
455,e2,C_A_D_A_C_B
456,sn2,A_C_E_A_C_C
457,sn2,D_E_B_B_A_C
458,sn2,D_A_E_B_B_D
459,e2,C_C_C_E_B_C
460,sn2,C_E_A_B_B_B
461,sn2,A_D_C_C_C_C
462,sn2,D_D_C_A_C_B
463,sn2,A_C_C_C_B_B
464,e2,B_C_A_D_B_B
465,e2,D_D_C_D_B_B
466,sn2,A_D_D_C_A_C
467,e2,E_C_B_A_B_C
468,sn2,C_C_A_B_A_C
469,sn2,B_C_C_E_A_C
470,e2,C_C_E_A_B_D
471,e2,E_C_A_D_B_B
472,sn2,D_A_A_E_A_C
473,sn2,E_B_C_A_B_B
474,sn2,A_C_C_A_B_B
475,sn2,C_A_D_B_B_D
476,e2,B_A_D_D_C_C
477,sn2,C_A_D_D_B_B
478,e2,C_A_A_D_B_B
479,sn2,D_A_E_D_A_D
480,sn2,A_A_C_C_B_B
481,sn2,E_C_E_D_C_B
482,e2,A_C_A_E_B_C
483,sn2,D_D_E_D_A_C
484,e2,C_C_A_E_B_C
485,e2,A_B_C_E_C_C
486,e2,D_A_E_D_C_C
487,e2,A_B_E_D_C_B
488,e2,C_E_A_B_C_B
489,sn2,B_E_A_C_A_C
490,sn2,E_A_C_A_C_B
491,sn2,D_A_D_D_B_D
492,sn2,E_C_E_A_A_C
493,sn2,D_A_D_A_A_D
494,sn2,C_A_B_D_B_D
495,sn2,E_C_A_A_B_B
496,sn2,C_D_C_A_C_B
497,e2,A_E_A_C_C_B
498,sn2,C_A_C_A_B_B
499,e2,E_C_B_E_B_B
500,e2,A_A_A_A_C_C
501,sn2,A_D_C_B_B_D
502,sn2,D_A_D_D_C_B
503,e2,A_E_A_A_B_B
504,sn2,D_C_D_C_A_C
505,e2,B_A_A_A_B_D
506,sn2,D_A_B_D_C_C
507,e2,D_C_D_D_B_C
508,sn2,A_D_C_B_B_B
509,e2,D_D_E_C_C_C
510,sn2,D_C_C_C_C_B
511,sn2,B_D_A_A_B_B
512,sn2,A_C_B_B_C_B
513,sn2,D_A_C_C_B_B
514,sn2,D_D_C_D_B_B
515,e2,A_C_A_E_C_B
516,sn2,A_C_C_E_B_B
517,e2,D_D_D_C_C_B
518,e2,B_A_E_E_B_B
519,e2,A_A_D_D_B_D
520,sn2,C_E_D_A_C_B
521,sn2,C_D_A_B_C_B
522,e2,A_A_A_A_B_C
523,sn2,A_E_A_A_A_C
524,e2,D_C_E_C_C_C
525,sn2,B_E_A_A_A_D
526,e2,E_A_E_A_B_B
527,sn2,B_D_D_C_C_B
528,e2,C_A_C_D_C_C
529,sn2,A_C_A_E_B_D
530,e2,B_A_E_A_C_B
531,e2,B_C_A_E_C_B
532,e2,A_D_E_A_C_C
533,e2,D_A_D_D_C_B
534,e2,E_B_E_E_B_B
535,sn2,A_A_E_B_C_B
536,e2,E_D_B_D_B_B
537,sn2,C_E_C_E_A_C
538,e2,A_B_E_E_B_C
539,e2,E_D_C_D_C_B
540,sn2,B_A_C_A_B_D
541,e2,C_A_A_A_B_D
542,e2,B_E_C_D_C_B
543,sn2,B_A_E_A_B_B
544,e2,C_E_E_C_C_C
545,sn2,E_C_A_D_C_B
546,e2,C_A_A_D_A_B
547,sn2,E_A_D_A_B_B
548,sn2,E_A_B_A_A_D
549,sn2,C_A_A_A_C_B
550,sn2,B_A_A_D_C_B
551,sn2,A_E_E_E_B_B
552,sn2,C_A_D_D_A_C
553,sn2,C_C_A_A_C_C
554,e2,C_A_E_E_B_C
555,sn2,E_D_C_C_C_B
556,e2,C_C_D_D_C_C
557,e2,A_C_A_E_B_B
558,sn2,A_A_C_D_B_D
559,sn2,D_A_C_A_C_B
560,sn2,D_D_A_A_B_B
561,sn2,E_C_C_A_C_C
562,sn2,E_A_D_D_A_C
563,e2,E_C_C_A_B_C
564,sn2,B_E_C_A_A_D
565,e2,C_A_A_A_C_C
566,sn2,A_B_D_A_B_B
567,e2,A_A_C_D_B_C
568,sn2,E_C_E_C_C_B
569,sn2,D_C_D_A_A_C
570,e2,C_E_C_A_B_D
571,e2,D_A_A_A_B_B
572,sn2,D_A_A_E_A_D
573,sn2,D_D_D_D_A_C
574,e2,D_C_E_D_C_C
575,sn2,D_A_E_A_A_D
576,e2,C_A_D_C_B_C
577,sn2,D_C_D_E_A_D
578,sn2,A_C_D_B_A_C
579,e2,C_C_E_D_B_D
580,e2,C_A_D_A_B_C
581,sn2,D_A_B_E_B_D
582,sn2,A_C_D_E_B_D
583,e2,D_E_E_D_C_B
584,e2,A_D_D_D_B_C
585,sn2,B_E_A_E_B_B
586,e2,A_C_D_C_C_B
587,e2,D_D_C_E_B_B
588,sn2,A_B_B_A_B_B
589,sn2,C_C_B_C_B_B
590,e2,D_D_A_D_C_C
591,e2,A_D_A_E_B_D
592,e2,A_C_A_D_B_C
593,e2,B_D_A_E_C_C
594,sn2,C_E_D_D_C_B
595,e2,B_A_A_C_C_B
596,sn2,D_C_A_E_B_B
597,e2,A_B_E_D_B_B
598,e2,E_C_A_E_C_B
599,e2,A_A_A_E_C_D
600,sn2,A_D_B_D_B_B
601,sn2,A_A_E_C_B_B
602,sn2,D_B_A_D_A_C
603,sn2,C_C_E_A_C_C
604,sn2,A_C_A_B_B_D
605,sn2,C_D_D_E_C_B
606,e2,D_D_D_A_B_C
607,e2,B_C_D_A_C_B
608,sn2,C_C_E_E_B_B
609,sn2,C_E_B_E_A_C
610,sn2,A_E_C_B_A_D
611,e2,A_B_A_E_C_D
612,sn2,A_D_E_D_C_B
613,e2,A_D_B_D_C_D
614,e2,D_A_A_D_B_B
615,sn2,A_E_C_D_B_B
616,sn2,D_D_D_A_B_B
617,e2,C_A_B_D_A_B
618,e2,C_E_C_E_C_B
619,e2,D_E_E_A_C_B
620,e2,B_A_A_A_A_B
621,sn2,A_A_D_E_B_B
622,sn2,A_E_E_C_C_B
623,e2,D_E_B_D_B_B
624,sn2,D_C_C_D_B_B
625,e2,C_A_E_B_B_D
626,sn2,A_A_A_C_C_C
627,sn2,A_E_A_B_A_C
628,sn2,D_A_B_A_A_D
629,sn2,D_A_D_E_A_C
630,e2,E_C_D_E_B_B
631,sn2,A_C_B_E_B_B
632,e2,D_D_C_E_B_C
633,e2,B_A_A_D_C_C
634,sn2,C_A_C_E_B_D
635,e2,B_A_C_B_A_B
636,e2,B_E_C_D_B_C
637,sn2,C_A_D_A_C_B
638,sn2,E_A_B_B_B_B
639,sn2,D_A_A_E_B_B
640,sn2,B_A_B_C_B_B
641,e2,E_A_A_B_B_B
642,e2,B_D_A_D_B_C
643,sn2,A_D_C_A_B_B
644,e2,E_C_A_B_B_B
645,sn2,C_E_C_E_B_B
646,sn2,C_C_D_A_A_C
647,sn2,D_C_D_B_A_C
648,e2,D_C_E_A_B_D
649,e2,D_D_D_E_B_C
650,sn2,D_A_C_E_A_D
651,sn2,C_E_E_A_B_B
652,sn2,C_E_C_A_A_C
653,sn2,B_D_D_A_C_C
654,sn2,E_B_A_C_C_B
655,e2,A_C_D_D_C_B
656,sn2,D_A_E_D_B_D
657,sn2,A_D_D_C_C_C
658,e2,E_A_E_E_C_B
659,sn2,D_C_B_A_C_B
660,e2,B_D_A_A_C_B
661,e2,A_C_E_D_B_C
662,e2,C_B_D_E_B_D
663,sn2,B_A_A_B_C_C
664,sn2,D_B_A_D_B_D
665,e2,D_A_E_E_B_D
666,sn2,C_A_E_E_B_B
667,sn2,C_A_A_B_B_B
668,sn2,D_D_A_A_C_C
669,sn2,A_A_D_C_C_B
670,sn2,E_C_E_A_A_D
671,sn2,C_E_A_A_C_B
672,sn2,A_E_C_C_A_C
673,sn2,A_B_A_A_B_D
674,sn2,B_A_B_D_A_C
675,sn2,A_A_E_E_C_B
676,sn2,A_A_E_D_A_C
677,sn2,D_A_E_E_B_B
678,sn2,A_A_D_D_C_C
679,sn2,B_A_E_E_B_B
680,sn2,A_C_A_A_B_B
681,e2,E_D_D_D_C_B
682,sn2,D_C_C_A_A_C
683,sn2,C_C_A_A_A_C
684,sn2,C_E_E_D_C_B
685,e2,B_C_E_A_C_D
686,sn2,E_B_E_C_A_D
687,sn2,A_B_A_A_A_C
688,e2,D_D_E_E_C_B
689,e2,A_C_C_E_B_B
690,sn2,C_C_D_E_A_C
691,e2,B_C_E_A_B_B
692,e2,E_C_A_D_C_B
693,e2,D_A_A_D_C_B
694,sn2,D_C_E_E_A_D
695,e2,A_A_E_A_A_B
696,sn2,A_C_D_D_B_D
697,sn2,B_E_E_A_A_C
698,e2,E_C_A_E_B_B
699,e2,A_B_D_E_C_C
700,sn2,E_A_E_C_A_C
701,e2,A_D_A_D_B_C
702,sn2,B_A_B_C_C_B
703,sn2,E_C_E_E_C_B
704,sn2,E_C_D_B_B_B
705,e2,A_A_D_A_C_B
706,e2,B_B_E_A_C_B
707,sn2,D_A_D_A_B_B
708,sn2,C_E_B_D_A_C
709,e2,C_C_E_E_B_C
710,e2,C_B_E_A_C_B
711,sn2,E_C_E_D_B_B
712,sn2,C_A_B_C_C_B
713,sn2,E_A_A_C_B_B
714,sn2,C_A_D_C_C_C
715,sn2,D_B_C_C_B_B
716,sn2,C_D_D_E_B_B
717,sn2,A_A_D_D_C_B
718,sn2,C_E_A_C_B_B
719,sn2,E_B_A_A_A_C
720,sn2,E_C_A_D_A_C
721,sn2,E_C_C_D_A_C
722,sn2,D_D_C_E_B_B
723,e2,C_E_D_A_C_B
724,e2,A_A_E_D_C_D
725,e2,A_C_E_A_B_B
726,e2,E_A_A_C_C_B
727,e2,C_E_B_A_B_B
728,sn2,A_E_E_D_A_C
729,sn2,D_D_E_D_C_B
730,sn2,C_E_C_D_A_C
731,sn2,D_D_A_D_C_C
732,sn2,C_A_E_C_B_D
733,e2,E_A_A_D_A_B
734,e2,D_A_C_E_C_C
735,sn2,B_E_A_C_C_B
736,e2,D_A_D_E_C_C
737,sn2,A_A_C_D_C_B
738,sn2,E_C_A_D_B_D
739,sn2,D_A_A_D_C_C
740,e2,E_D_D_A_B_B
741,sn2,E_C_B_C_A_C
742,e2,B_A_A_A_C_C
743,e2,D_A_D_D_B_B
744,e2,D_D_E_D_C_C
745,sn2,A_E_A_E_C_B
746,e2,C_A_A_A_B_C
747,e2,D_D_A_D_C_B
748,sn2,A_A_D_D_B_B
749,e2,E_A_A_E_C_B
750,sn2,B_E_A_E_A_C
751,e2,C_D_A_E_B_C
752,sn2,A_B_C_E_B_D
753,sn2,A_A_D_B_A_C
754,e2,C_E_A_E_B_B
755,e2,D_C_D_A_C_C
756,e2,C_D_E_A_C_C
757,sn2,A_D_E_A_A_C
758,e2,A_C_D_A_B_D
759,sn2,A_C_E_E_C_B
760,sn2,A_E_A_D_A_C
761,sn2,A_A_B_B_C_B
762,e2,A_D_B_E_B_B
763,e2,E_D_A_D_C_B
764,e2,C_A_E_D_B_C
765,sn2,A_B_A_E_C_C
766,sn2,A_C_B_B_A_C
767,sn2,D_D_E_C_A_C
768,sn2,E_A_A_D_A_C
769,sn2,E_C_D_A_A_D
770,e2,C_E_C_C_B_B
771,e2,B_D_D_A_C_B
772,e2,C_C_D_E_B_B
773,sn2,C_A_C_A_B_D
774,sn2,E_C_C_D_B_B
775,sn2,A_D_E_A_C_C
776,sn2,A_C_E_D_C_B
777,e2,A_C_A_A_B_B
778,e2,C_D_A_A_C_B
779,e2,C_D_D_E_B_C
780,e2,A_E_D_B_C_B
781,sn2,A_A_D_E_A_D
782,e2,A_E_C_E_B_B
783,sn2,C_A_A_B_C_C
784,sn2,A_B_C_E_B_B
785,sn2,A_D_A_B_B_D
786,sn2,A_D_E_C_A_C
787,sn2,A_A_C_E_C_C
788,sn2,A_A_B_D_B_B
789,sn2,D_D_C_E_B_D
790,e2,D_A_D_D_C_C
791,e2,D_A_A_A_C_C
792,sn2,A_C_D_D_A_C
793,e2,D_B_D_D_B_B
794,e2,B_A_E_D_B_C
795,sn2,D_A_B_D_B_B
